paths,p_red_win,p_blue_win,p_ko_tko,p_sub,p_dec,mean_finish_round,mean_red_sig_att,mean_red_sig_landed,mean_red_td_att,mean_red_td_landed,mean_red_control_seconds,mean_red_ground_control_seconds,mean_red_clinch_control_seconds,mean_red_sub_att,mean_red_reversals,mean_red_knockdowns_scored,mean_red_distance_segments,mean_red_clinch_segments,mean_red_ground_segments,mean_red_distance_occupancy,mean_red_clinch_occupancy,mean_red_ground_occupancy,mean_blue_sig_att,mean_blue_sig_landed,mean_blue_td_att,mean_blue_td_landed,mean_blue_control_seconds,mean_blue_ground_control_seconds,mean_blue_clinch_control_seconds,mean_blue_sub_att,mean_blue_reversals,mean_blue_knockdowns_scored,mean_blue_distance_segments,mean_blue_clinch_segments,mean_blue_ground_segments,mean_blue_distance_occupancy,mean_blue_clinch_occupancy,mean_blue_ground_occupancy,td_success_rate,bout_id,event_date,red_name,blue_name,red_fighter_id,blue_fighter_id,red_age,blue_age,scheduled_rounds,actual_red_win,winner_correct,winner_brier
10,0.5,0.5,0.5,0.2,0.3,1.5714285714285714,70.8,25.2,0.8,0.2,10.0,9.0,1.0,0.3,0.0,0.4,37.4,0.1,16.6,0.6913123844731978,0.0018484288354898336,0.3068391866913124,83.0,43.8,2.6,1.4,157.0,157.0,0.0,0.4,0.0,0.1,37.4,0.1,16.6,0.6913123844731978,0.0018484288354898336,0.3068391866913124,0.4705882352941176,771d8ce136a12a13,2020-12-05,Louis Smolka,Jose Quinonez,d2bc285ead803db0,36549928f90f1d36,29.39082819986311,30.357289527720738,3,1,1,0.25
10,0.9,0.1,0.6,0.0,0.4,1.8333333333333333,156.9,87.2,1.0,0.3,35.0,29.0,6.0,0.0,0.0,0.3,48.5,5.0,6.8,0.8043117744610282,0.08291873963515754,0.11276948590381426,91.7,53.0,1.6,0.4,83.0,39.0,44.0,0.2,0.1,0.3,48.5,5.0,6.8,0.8043117744610282,0.08291873963515754,0.11276948590381426,0.2692307692307692,c4d1c4b82cf34afb,2020-12-05,Gian Villante,Jake Collier,fcd448a2fe1a23cc,92fa1401b7927da3,35.29911019849418,32.11225188227242,3,0,0,0.81
10,0.9,0.1,0.6,0.2,0.2,1.25,61.9,42.6,0.0,0.0,2.0,0.0,2.0,0.1,0.0,0.3,20.9,0.8,13.3,0.5971428571428571,0.022857142857142857,0.38,32.6,13.8,1.6,1.0,139.0,133.0,6.0,0.1,0.0,0.0,20.9,0.8,13.3,0.5971428571428571,0.022857142857142857,0.38,0.625,022bdd58cc6e571d,2020-12-12,Cub Swanson,Daniel Pineda,d247691a6c0e9034,361d49960a196976,37.111567419575636,35.351129363449694,3,1,1,0.009999999999999995
10,0.6,0.4,0.1,0.6,0.3,2.4285714285714284,93.3,30.8,1.8,0.8,92.0,44.0,48.0,0.5,0.1,0.2,45.8,10.7,13.4,0.6552217453505007,0.1530758226037196,0.19170243204577972,69.6,24.1,5.7,1.4,149.0,90.0,59.0,0.6,0.1,0.1,45.8,10.7,13.4,0.6552217453505007,0.1530758226037196,0.19170243204577972,0.29333333333333333,27200d53ba9020b8,2020-12-12,Mackenzie Dern,Virna Jandiroba,7447e9f28508106a,7dda2cf308f24a02,27.720739219712527,32.53661875427789,3,1,1,0.16000000000000003
10,0.5,0.5,0.3,0.3,0.4,1.6666666666666667,50.0,28.2,2.3,0.5,91.0,77.0,14.0,0.3,0.1,0.4,33.6,2.5,24.8,0.5517241379310345,0.041050903119868636,0.4072249589490968,52.0,31.2,2.5,1.3,180.0,170.0,10.0,0.3,0.0,0.1,33.6,2.5,24.8,0.5517241379310345,0.041050903119868636,0.4072249589490968,0.375,4a172a5191cb8e60,2020-12-12,Kevin Holland,Jacare Souza,3a46b268013afede,7a703c565ccaa18f,28.10130047912389,41.01574264202601,3,1,1,0.25
10,0.5,0.5,0.1,0.6,0.3,1.5714285714285714,60.4,29.2,1.9,0.7,51.0,51.0,0.0,0.4,0.2,0.1,29.9,1.4,17.5,0.6127049180327869,0.028688524590163935,0.3586065573770492,52.6,21.2,1.5,1.2,138.0,124.0,14.0,0.4,0.0,0.3,29.9,1.4,17.5,0.6127049180327869,0.028688524590163935,0.3586065573770492,0.5588235294117647,87d0b767742d3239,2020-12-12,Gavin Tucker,Billy Quarantillo,da816417a579a0bd,aa171d55d4b5208f,34.48870636550308,32.01095140314853,3,1,1,0.25
10,0.5,0.5,0.3,0.4,0.3,1.7142857142857142,119.4,70.8,0.4,0.1,26.0,26.0,0.0,0.0,0.2,0.1,36.7,6.1,10.9,0.6834264432029795,0.11359404096834264,0.20297951582867785,45.7,23.6,4.3,1.2,144.0,83.0,61.0,0.5,0.0,0.2,36.7,6.1,10.9,0.6834264432029795,0.11359404096834264,0.20297951582867785,0.2765957446808511,b7b867eb3c3cf163,2020-12-12,Tony Ferguson,Charles Oliveira,22a92d7f62195791,07225ba28ae309b6,36.832306639288156,31.15400410677618,3,0,0,0.25
10,1.0,0.0,0.1,0.1,0.8,2.5,196.6,103.4,1.7,0.7,68.0,63.0,5.0,0.1,0.1,0.0,68.2,5.5,11.8,0.7976608187134503,0.06432748538011696,0.13801169590643275,129.5,58.4,2.4,0.9,105.0,55.0,50.0,0.0,0.1,0.0,68.2,5.5,11.8,0.7976608187134503,0.06432748538011696,0.13801169590643275,0.39024390243902446,cb7616f92a9a4e5b,2020-12-12,Renato Moicano,Rafael Fiziev,b6452706b373eea1,c814b4c899793af6,31.561943874058862,27.772758384668034,3,0,0,1.0
10,0.7,0.3,0.2,0.0,0.8,2.5,151.6,74.5,0.6,0.4,66.0,39.0,27.0,0.0,0.0,0.2,68.6,8.8,6.4,0.8186157517899761,0.10501193317422436,0.07637231503579953,140.5,63.7,1.6,0.2,85.0,24.0,61.0,0.0,0.1,0.2,68.6,8.8,6.4,0.8186157517899761,0.10501193317422436,0.07637231503579953,0.27272727272727276,fe3ff5b1d9135add,2020-12-12,Junior Dos Santos,Ciryl Gane,63def5a5662a6917,787bb1f087ccff8a,36.86789869952088,30.6694045174538,3,0,0,0.48999999999999994
10,0.7,0.3,0.5,0.0,0.5,1.8,144.2,86.8,0.4,0.1,29.0,2.0,27.0,0.0,0.0,0.1,54.8,9.7,0.3,0.845679012345679,0.14969135802469136,0.004629629629629629,77.1,35.3,1.9,0.1,71.0,1.0,70.0,0.0,0.0,0.5,54.8,9.7,0.3,0.845679012345679,0.14969135802469136,0.004629629629629629,0.08695652173913045,014f1da2083ca174,2020-12-19,Jose Aldo,Marlon Vera,d0f3959b4a9747e6,7c7332319c14094c,34.27789185489391,28.046543463381244,3,1,1,0.09000000000000002
10,0.6,0.4,0.4,0.0,0.6,1.0,108.9,65.8,0.9,0.2,46.0,9.0,37.0,0.0,0.1,0.2,50.5,6.4,4.3,0.8251633986928104,0.10457516339869281,0.07026143790849673,122.3,58.4,1.2,0.4,61.0,34.0,27.0,0.0,0.0,0.1,50.5,6.4,4.3,0.8251633986928104,0.10457516339869281,0.07026143790849673,0.28571428571428575,1c4602efe5587902,2020-12-19,Anthony Pettis,Alex Morono,cbb682f5fcc44bfc,cdb96af67d096b1e,33.894592744695416,30.34360027378508,3,1,1,0.16000000000000003
10,0.6,0.4,0.0,0.1,0.9,1.0,139.6,58.4,3.6,1.6,166.0,166.0,0.0,0.0,0.0,0.2,58.6,2.9,21.3,0.7077294685990339,0.035024154589371984,0.25724637681159424,118.4,56.2,1.3,0.5,76.0,47.0,29.0,0.4,0.2,0.0,58.6,2.9,21.3,0.7077294685990339,0.035024154589371984,0.25724637681159424,0.42857142857142855,4cb249714ff56656,2020-12-19,Sijara Eubanks,Pannie Kianzad,4234f0097c83fa62,91dac5e69e28d5b5,35.64681724845996,29.032169746748803,3,0,0,0.36
10,0.1,0.9,0.6,0.0,0.4,1.6666666666666667,115.7,45.2,0.7,0.5,66.0,48.0,18.0,0.1,0.0,0.0,47.8,2.9,7.5,0.8213058419243986,0.04982817869415808,0.1288659793814433,152.7,62.3,0.8,0.2,37.0,26.0,11.0,0.1,0.0,0.4,47.8,2.9,7.5,0.8213058419243986,0.04982817869415808,0.1288659793814433,0.4666666666666666,8955ea3c7c332e6c,2020-12-19,Marlon Moraes,Rob Font,fea79f9bc8c68769,05339613bf8e9808,32.648870636550306,33.48665297741273,3,0,1,0.010000000000000002
10,0.8,0.2,0.7,0.1,0.2,1.5,127.1,67.6,0.7,0.1,4.0,3.0,1.0,0.2,0.1,0.4,39.2,6.6,9.1,0.7140255009107468,0.12021857923497266,0.16575591985428048,73.5,28.7,1.5,0.7,153.0,88.0,65.0,0.0,0.0,0.3,39.2,6.6,9.1,0.7140255009107468,0.12021857923497266,0.16575591985428048,0.3636363636363636,c7375d5db21cbaae,2020-12-19,Stephen Thompson,Geoff Neal,4a28cb716c19157a,b997be68943010fc,37.85352498288843,30.310746064339494,5,1,1,0.03999999999999998
10,0.5,0.5,0.3,0.2,0.5,1.4,48.8,23.8,2.9,1.1,165.0,131.0,34.0,0.2,0.1,0.3,33.4,5.0,20.4,0.5680272108843537,0.08503401360544217,0.3469387755102041,52.9,21.8,1.5,0.6,88.0,72.0,16.0,0.3,0.0,0.2,33.4,5.0,20.4,0.5680272108843537,0.08503401360544217,0.3469387755102041,0.38636363636363635,cd150cd28738a7c5,2020-12-19,Marcin Tybura,Greg Hardy,c9cf753cfdf77fc2,85073dbd1be65ed9,35.110198494182065,32.394250513347025,3,1,1,0.25
10,0.5,0.5,0.2,0.1,0.7,1.0,67.8,26.8,2.3,0.8,146.0,115.0,31.0,0.6,0.2,0.1,32.8,6.7,29.3,0.4767441860465116,0.09738372093023256,0.42587209302325585,51.9,21.9,3.9,1.8,214.0,178.0,36.0,0.4,0.2,0.2,32.8,6.7,29.3,0.4767441860465116,0.09738372093023256,0.42587209302325585,0.4193548387096775,3fcd53eb27945231,2021-01-16,David Zawada,Ramazan Emeev,3bb2dc8e87b10a46,abd5fb12437eda21,30.46132785763176,33.65366187542779,3,0,0,0.25
