period,analysis,market_p_bucket,edge_bucket,bets,wins,losses,win_rate,profit_units,roi,avg_market_p,avg_v5_p,avg_edge
2024,market_probability,40-50%,ALL,39,12,27,0.3076923076923077,-13.664198851257675,-0.35036407310917117,0.4481905494364498,0.47235986400819524,0.02416931457174548
2024,market_probability,50-60%,ALL,77,44,33,0.5714285714285714,-1.6291036631868239,-0.021157190430997713,0.5548773730163873,0.58771225549538,0.03283488247899273
2024,market_probability,60-70%,ALL,88,58,30,0.6590909090909091,-3.365065456831866,-0.038239380191271204,0.6545298230866388,0.6878468276543447,0.03331700456770595
2024,market_probability,70-80%,ALL,74,61,13,0.8243243243243243,4.378379918411775,0.059167296194753714,0.746290474224232,0.7748162800288398,0.028525805804607823
2024,market_probability,80%+,ALL,26,24,2,0.9230769230769231,1.0233479038946698,0.03935953476517961,0.8508889189940056,0.8692623996197105,0.018373480625704923
2024,market_x_edge,<30%,0-2%,22,8,14,0.36363636363636365,16.35,0.7431818181818183,0.19468007837242612,0.2053291347719403,0.010649056399514169
2024,market_x_edge,<30%,2-4%,13,4,9,0.3076923076923077,1.25,0.09615384615384616,0.2441793076986989,0.27174914053022464,0.027569832831525733
2024,market_x_edge,<30%,4-6%,1,0,1,0.0,-1.0,-1.0,0.2820294784580499,0.3230517693629698,0.041022290904919934
2024,market_x_edge,<30%,6-7.5%,0,0,0,,0.0,,,,
2024,market_x_edge,<30%,7.5%+,0,0,0,,0.0,,,,
2024,market_x_edge,30-40%,0-2%,14,6,8,0.42857142857142855,2.71,0.19357142857142856,0.34220083971845366,0.3515433917384759,0.009342552020022139
2024,market_x_edge,30-40%,2-4%,20,5,15,0.25,-5.83,-0.2915,0.3486221393507699,0.377641940187695,0.029019800836924993
2024,market_x_edge,30-40%,4-6%,6,1,5,0.16666666666666666,-3.55,-0.5916666666666667,0.3489820679036739,0.3954937253967448,0.04651165749307098
2024,market_x_edge,30-40%,6-7.5%,0,0,0,,0.0,,,,
2024,market_x_edge,30-40%,7.5%+,1,0,1,0.0,-1.0,-1.0,0.30920711694593195,0.385362236211218,0.07615511926528606
2024,market_x_edge,40-50%,0-2%,18,5,13,0.2777777777777778,-7.47368191721133,-0.415204550956185,0.45158619432282143,0.46105911915975484,0.009472924836933476
2024,market_x_edge,40-50%,2-4%,14,4,10,0.2857142857142857,-5.379607843137255,-0.3842577030812325,0.44740184270560956,0.4736565594006507,0.02625471669504117
